Performing system checks...

System check identified no issues (0 silenced).
October 23, 2020 - 06:29:14
Django version 3.0.8, using settings 'backend.settings'
Starting development server at http://0.0.0.0:9898/
Quit the server with CONTROL-C.
[23/Oct/2020 12:52:44] "GET /api/image_raw?step=17000&run=vgg&tag=input%2Fimage%2F1&trainJobName=test HTTP/1.1" 200 2514
[23/Oct/2020 12:52:44] "GET /api/image_raw?step=15800&run=vgg&tag=input%2Fimage%2F1&trainJobName=test HTTP/1.1" 200 1932
[23/Oct/2020 12:52:44] "GET /api/image_raw?step=14600&run=vgg&tag=input%2Fimage%2F1&trainJobName=test HTTP/1.1" 200 1858
[23/Oct/2020 12:52:44] "GET /api/image_raw?step=13000&run=vgg&tag=input%2Fimage%2F1&trainJobName=test HTTP/1.1" 200 2188
[23/Oct/2020 12:52:44] "GET /api/image_raw?step=11200&run=vgg&tag=input%2Fimage%2F1&trainJobName=test HTTP/1.1" 200 2279
[23/Oct/2020 12:52:44] "GET /api/image_raw?step=10000&run=vgg&tag=input%2Fimage%2F1&trainJobName=test HTTP/1.1" 200 2184
[23/Oct/2020 12:52:44] "GET /api/image_raw?step=8800&run=vgg&tag=input%2Fimage%2F1&trainJobName=test HTTP/1.1" 200 2272
[23/Oct/2020 12:52:44] "GET /api/image_raw?step=7600&run=vgg&tag=input%2Fimage%2F1&trainJobName=test HTTP/1.1" 200 1919
[23/Oct/2020 12:52:44] "GET /api/image_raw?step=6600&run=vgg&tag=input%2Fimage%2F1&trainJobName=test HTTP/1.1" 200 1694
[23/Oct/2020 12:52:44] "GET /api/image_raw?step=5600&run=vgg&tag=input%2Fimage%2F1&trainJobName=test HTTP/1.1" 200 2345
[23/Oct/2020 12:52:44] "GET /api/image_raw?step=5000&run=vgg&tag=input%2Fimage%2F1&trainJobName=test HTTP/1.1" 200 2254
[23/Oct/2020 12:52:48] "GET /api/histogram?run=oneflow&tag=histogram&trainJobName=test HTTP/1.1" 200 1688
[23/Oct/2020 12:52:50] "GET /api/histogram?run=step_5000&tag=dense%2Fbias_0&trainJobName=test HTTP/1.1" 200 907137
[23/Oct/2020 12:52:52] "GET /api/histogram?run=step_5000&tag=dense_1%2Fbias_0&trainJobName=test HTTP/1.1" 200 271138
[23/Oct/2020 12:52:59] "GET /api/histogram?run=step_5000&tag=dense%2Fkernel_0&trainJobName=test HTTP/1.1" 200 4466852
[23/Oct/2020 12:53:06] "GET /api/histogram?run=step_5000&tag=dense_1%2Fkernel_0&trainJobName=test HTTP/1.1" 200 1726629
[23/Oct/2020 12:53:09] "GET /api/histogram?run=vgg&tag=conv1%2Factivations&trainJobName=test HTTP/1.1" 200 168913
[23/Oct/2020 12:53:11] "GET /api/histogram?run=vgg&tag=conv2%2Factivations&trainJobName=test HTTP/1.1" 200 165621
[23/Oct/2020 12:53:13] "GET /api/histogram?run=vgg&tag=conv3%2Factivations&trainJobName=test HTTP/1.1" 200 147169
[23/Oct/2020 12:53:13] "GET /api/projector?run=oneflow&tag=embedding_projector&trainJobName=test HTTP/1.1" 200 124
[23/Oct/2020 12:53:13] "GET /api/projector?run=.&tag=outputs&trainJobName=test HTTP/1.1" 200 226
[23/Oct/2020 12:53:13] "GET /api/histogram?run=vgg&tag=conv4%2Factivations&trainJobName=test HTTP/1.1" 200 143348
[23/Oct/2020 12:53:13] "GET /api/projector?run=RNN&tag=dense_1&trainJobName=test HTTP/1.1" 200 147
[23/Oct/2020 12:53:13] "GET /api/histogram?run=vgg&tag=conv5%2Factivations&trainJobName=test HTTP/1.1" 200 134273
[23/Oct/2020 12:53:14] "GET /api/projector_data?run=oneflow&tag=embedding_projector&step=1&method=pca&dims=3&trainJobName=test HTTP/1.1" 200 404
[23/Oct/2020 12:53:14] "GET /api/histogram?run=vgg&tag=conv6%2Factivations&trainJobName=test HTTP/1.1" 200 134518
[23/Oct/2020 12:53:14] "GET /api/histogram?run=vgg&tag=conv7%2Factivations&trainJobName=test HTTP/1.1" 200 134962
[23/Oct/2020 12:53:14] "GET /api/histogram?run=vgg&tag=conv8%2Factivations&trainJobName=test HTTP/1.1" 200 133093
[23/Oct/2020 12:53:15] "GET /api/histogram?run=vgg&tag=conv9%2Factivations&trainJobName=test HTTP/1.1" 200 140285
[23/Oct/2020 12:53:15] "GET /api/histogram?run=vgg&tag=conv10%2Factivations&trainJobName=test HTTP/1.1" 200 140315
[23/Oct/2020 12:53:15] "GET /api/histogram?run=vgg&tag=conv11%2Factivations&trainJobName=test HTTP/1.1" 200 114737
[23/Oct/2020 12:53:15] "GET /api/histogram?run=vgg&tag=conv12%2Factivations&trainJobName=test HTTP/1.1" 200 112583
[23/Oct/2020 12:53:16] "GET /api/histogram?run=vgg&tag=conv13%2Factivations&trainJobName=test HTTP/1.1" 200 111830
[23/Oct/2020 12:53:17] "GET /api/histogram?run=vgg&tag=conv1%2Fbiases%2Fhistogram&trainJobName=test HTTP/1.1" 200 7503
[23/Oct/2020 12:53:17] "GET /api/histogram?run=vgg&tag=conv2%2Fbiases%2Fhistogram&trainJobName=test HTTP/1.1" 200 7445
[23/Oct/2020 12:53:17] "GET /api/histogram?run=vgg&tag=conv3%2Fbiases%2Fhistogram&trainJobName=test HTTP/1.1" 200 7457
[23/Oct/2020 12:53:17] "GET /api/histogram?run=vgg&tag=conv4%2Fbiases%2Fhistogram&trainJobName=test HTTP/1.1" 200 7490
[23/Oct/2020 12:53:17] "GET /api/histogram?run=vgg&tag=conv5%2Fbiases%2Fhistogram&trainJobName=test HTTP/1.1" 200 7478
[23/Oct/2020 12:53:17] "GET /api/histogram?run=vgg&tag=conv6%2Fbiases%2Fhistogram&trainJobName=test HTTP/1.1" 200 7458
[23/Oct/2020 12:53:17] "GET /api/histogram?run=vgg&tag=conv7%2Fbiases%2Fhistogram&trainJobName=test HTTP/1.1" 200 7472
[23/Oct/2020 12:53:17] "GET /api/histogram?run=vgg&tag=conv8%2Fbiases%2Fhistogram&trainJobName=test HTTP/1.1" 200 7479
[23/Oct/2020 12:53:17] "GET /api/histogram?run=vgg&tag=conv9%2Fbiases%2Fhistogram&trainJobName=test HTTP/1.1" 200 7449
[23/Oct/2020 12:53:17] "GET /api/histogram?run=vgg&tag=conv10%2Fbiases%2Fhistogram&trainJobName=test HTTP/1.1" 200 7466
[23/Oct/2020 12:53:17] "GET /api/histogram?run=vgg&tag=conv11%2Fbiases%2Fhistogram&trainJobName=test HTTP/1.1" 200 7447
[23/Oct/2020 12:53:17] "GET /api/histogram?run=vgg&tag=conv12%2Fbiases%2Fhistogram&trainJobName=test HTTP/1.1" 200 7460
[23/Oct/2020 12:53:17] "GET /api/histogram?run=vgg&tag=conv13%2Fbiases%2Fhistogram&trainJobName=test HTTP/1.1" 200 7451
[23/Oct/2020 12:53:17] "GET /api/histogram?run=vgg&tag=conv1%2Fweights%2Fhistogram&trainJobName=test HTTP/1.1" 200 99225
[23/Oct/2020 12:53:18] "GET /api/histogram?run=vgg&tag=conv2%2Fweights%2Fhistogram&trainJobName=test HTTP/1.1" 200 177128
[23/Oct/2020 12:53:18] "GET /api/histogram?run=vgg&tag=conv3%2Fweights%2Fhistogram&trainJobName=test HTTP/1.1" 200 180629
[23/Oct/2020 12:53:18] "GET /api/histogram?run=vgg&tag=conv4%2Fweights%2Fhistogram&trainJobName=test HTTP/1.1" 200 191940
[23/Oct/2020 12:53:19] "GET /api/histogram?run=vgg&tag=conv5%2Fweights%2Fhistogram&trainJobName=test HTTP/1.1" 200 204686
[23/Oct/2020 12:53:19] "GET /api/histogram?run=vgg&tag=conv6%2Fweights%2Fhistogram&trainJobName=test HTTP/1.1" 200 221373
[23/Oct/2020 12:53:19] "GET /api/histogram?run=vgg&tag=conv7%2Fweights%2Fhistogram&trainJobName=test HTTP/1.1" 200 222896
[23/Oct/2020 12:53:20] "GET /api/histogram?run=vgg&tag=conv8%2Fweights%2Fhistogram&trainJobName=test HTTP/1.1" 200 265850
[23/Oct/2020 12:53:20] "GET /api/histogram?run=vgg&tag=conv9%2Fweights%2Fhistogram&trainJobName=test HTTP/1.1" 200 290046
[23/Oct/2020 12:53:21] "GET /api/histogram?run=vgg&tag=conv10%2Fweights%2Fhistogram&trainJobName=test HTTP/1.1" 200 292266
[23/Oct/2020 12:53:21] "GET /api/histogram?run=vgg&tag=conv11%2Fweights%2Fhistogram&trainJobName=test HTTP/1.1" 200 295079
[23/Oct/2020 12:53:22] "GET /api/histogram?run=vgg&tag=conv12%2Fweights%2Fhistogram&trainJobName=test HTTP/1.1" 200 296358
[23/Oct/2020 12:53:22] "GET /api/histogram?run=vgg&tag=conv13%2Fweights%2Fhistogram&trainJobName=test HTTP/1.1" 200 301831
[23/Oct/2020 12:53:22] "GET /api/histogram?run=RNN&tag=bidirectional%2Fbackward_lstm%2Fbias_0&trainJobName=test HTTP/1.1" 200 4900
[23/Oct/2020 12:53:22] "GET /api/histogram?run=RNN&tag=bidirectional_1%2Fbackward_lstm_1%2Fbias_0&trainJobName=test HTTP/1.1" 200 3463
[23/Oct/2020 12:53:22] "GET /api/histogram?run=RNN&tag=bidirectional%2Fbackward_lstm%2Fkernel_0&trainJobName=test HTTP/1.1" 200 9670
[23/Oct/2020 12:53:22] "GET /api/histogram?run=RNN&tag=bidirectional_1%2Fbackward_lstm_1%2Fkernel_0&trainJobName=test HTTP/1.1" 200 9640
[23/Oct/2020 12:53:22] "GET /api/histogram?run=RNN&tag=bidirectional%2Fbackward_lstm%2Frecurrent_kernel_0&trainJobName=test HTTP/1.1" 200 10334
[23/Oct/2020 12:53:22] "GET /api/histogram?run=RNN&tag=bidirectional_1%2Fbackward_lstm_1%2Frecurrent_kernel_0&trainJobName=test HTTP/1.1" 200 8375
[23/Oct/2020 12:53:22] "GET /api/histogram?run=RNN&tag=bidirectional%2Fforward_lstm%2Fbias_0&trainJobName=test HTTP/1.1" 200 4487
[23/Oct/2020 12:53:22] "GET /api/histogram?run=RNN&tag=bidirectional_1%2Fforward_lstm_1%2Fbias_0&trainJobName=test HTTP/1.1" 200 4107
[23/Oct/2020 12:53:22] "GET /api/histogram?run=RNN&tag=bidirectional%2Fforward_lstm%2Fkernel_0&trainJobName=test HTTP/1.1" 200 9486
[23/Oct/2020 12:53:22] "GET /api/histogram?run=RNN&tag=bidirectional_1%2Fforward_lstm_1%2Fkernel_0&trainJobName=test HTTP/1.1" 200 9398
[23/Oct/2020 12:53:22] "GET /api/histogram?run=RNN&tag=bidirectional%2Fforward_lstm%2Frecurrent_kernel_0&trainJobName=test HTTP/1.1" 200 10252
[23/Oct/2020 12:53:23] "GET /api/histogram?run=RNN&tag=bidirectional_1%2Fforward_lstm_1%2Frecurrent_kernel_0&trainJobName=test HTTP/1.1" 200 8334
[23/Oct/2020 12:53:23] "GET /api/histogram?run=RNN&tag=dense%2Fbias_0&trainJobName=test HTTP/1.1" 200 3493
[23/Oct/2020 12:53:23] "GET /api/histogram?run=RNN&tag=dense_1%2Fbias_0&trainJobName=test HTTP/1.1" 200 575
[23/Oct/2020 12:53:23] "GET /api/histogram?run=RNN&tag=dense%2Fkernel_0&trainJobName=test HTTP/1.1" 200 7411
[23/Oct/2020 12:53:23] "GET /api/histogram?run=RNN&tag=dense_1%2Fkernel_0&trainJobName=test HTTP/1.1" 200 1961
[23/Oct/2020 12:53:23] "GET /api/histogram?run=RNN&tag=embedding%2Fembeddings_0&trainJobName=test HTTP/1.1" 200 15568
[23/Oct/2020 12:53:23] "GET /api/histogram?run=mnist&tag=layer1%2Factivations&trainJobName=test HTTP/1.1" 200 48299
[23/Oct/2020 12:53:23] "GET /api/histogram?run=mnist&tag=layer2%2Factivations&trainJobName=test HTTP/1.1" 200 51985
[23/Oct/2020 12:53:23] "GET /api/projector_sample?run=oneflow&tag=embedding_projector&index=9&trainJobName=test HTTP/1.1" 200 272
[23/Oct/2020 12:53:23] "GET /api/histogram?run=mnist&tag=layer1%2Fbiases%2Fsummaries%2Fhistogram&trainJobName=test HTTP/1.1" 200 5145
[23/Oct/2020 12:53:23] "GET /api/histogram?run=mnist&tag=layer2%2Fbiases%2Fsummaries%2Fhistogram&trainJobName=test HTTP/1.1" 200 3929
[23/Oct/2020 12:53:23] "GET /api/histogram?run=mnist&tag=layer1%2Flinear_compute%2Flinear&trainJobName=test HTTP/1.1" 200 105802
[23/Oct/2020 12:53:23] "GET /api/histogram?run=mnist&tag=layer2%2Flinear_compute%2Flinear&trainJobName=test HTTP/1.1" 200 51993
[23/Oct/2020 12:53:24] "GET /api/histogram?run=mnist&tag=layer1%2Fweights%2Fsummaries%2Fhistogram&trainJobName=test HTTP/1.1" 200 116198
[23/Oct/2020 12:53:24] "GET /api/histogram?run=mnist&tag=layer2%2Fweights%2Fsummaries%2Fhistogram&trainJobName=test HTTP/1.1" 200 60050
[23/Oct/2020 12:53:32] "GET /api/hyperparm?run=oneflow&trainJobName=test HTTP/1.1" 200 257
[23/Oct/2020 12:53:39] "GET /api/exception?run=oneflow&tag=tag1&trainJobName=test HTTP/1.1" 200 199
[23/Oct/2020 12:53:40] "GET /api/exception?run=mnist&tag=layer1%2Fbiases%2FVariable:0&trainJobName=test HTTP/1.1" 200 2471
[23/Oct/2020 12:53:40] "GET /api/exception?run=mnist&tag=layer2%2Fbiases%2FVariable:0&trainJobName=test HTTP/1.1" 200 1972
[23/Oct/2020 12:53:40] "GET /api/exception?run=mnist&tag=layer1%2Fweights%2FVariable:0&trainJobName=test HTTP/1.1" 200 2313
[23/Oct/2020 12:53:40] "GET /api/exception?run=mnist&tag=layer2%2Fweights%2FVariable:0&trainJobName=test HTTP/1.1" 200 2459
[23/Oct/2020 12:53:40] "GET /api/exception_data?run=oneflow&tag=tag1&step=10&trainJobName=test HTTP/1.1" 200 1058
[23/Oct/2020 12:53:40] "GET /api/exception_hist?run=oneflow&tag=tag1&step=10&trainJobName=test HTTP/1.1" 200 904
[23/Oct/2020 12:53:40] "GET /api/exception_data?run=mnist&tag=layer1%2Fbiases%2FVariable:0&step=0&trainJobName=test HTTP/1.1" 200 5117
[23/Oct/2020 12:53:40] "GET /api/exception_hist?run=mnist&tag=layer1%2Fbiases%2FVariable:0&step=0&trainJobName=test HTTP/1.1" 200 1701
[23/Oct/2020 12:53:40] "GET /api/exception_data?run=mnist&tag=layer2%2Fbiases%2FVariable:0&step=0&trainJobName=test HTTP/1.1" 200 207
[23/Oct/2020 12:53:40] "GET /api/exception_hist?run=mnist&tag=layer2%2Fbiases%2FVariable:0&step=0&trainJobName=test HTTP/1.1" 200 611
[23/Oct/2020 12:53:40] "GET /api/exception_data?run=mnist&tag=layer1%2Fweights%2FVariable:0&step=0&trainJobName=test HTTP/1.1" 200 368727
[23/Oct/2020 12:53:40] "GET /api/exception_hist?run=mnist&tag=layer1%2Fweights%2FVariable:0&step=0&trainJobName=test HTTP/1.1" 200 7811
[23/Oct/2020 12:53:41] "GET /api/exception_data?run=mnist&tag=layer2%2Fweights%2FVariable:0&step=0&trainJobName=test HTTP/1.1" 200 48677
[23/Oct/2020 12:53:41] "GET /api/exception_hist?run=mnist&tag=layer2%2Fweights%2FVariable:0&step=0&trainJobName=test HTTP/1.1" 200 3205
[23/Oct/2020 12:55:54] "GET /api/getCategory?trainJobName=test HTTP/1.1" 200 1314
[23/Oct/2020 12:56:00] "GET /api/graph?run=step_5000&tag=c_graph&trainJobName=test HTTP/1.1" 200 6541
[23/Oct/2020 12:56:02] "GET /api/graph?run=step_79000&tag=c_graph&trainJobName=test HTTP/1.1" 200 288870
[23/Oct/2020 12:56:49] "GET /api/graph?run=step_5000&tag=c_graph&trainJobName=test HTTP/1.1" 200 6518
[23/Oct/2020 12:56:52] "GET /api/graph?run=wavenet&tag=c_graph&trainJobName=test HTTP/1.1" 200 1434345
[26/Oct/2020 10:22:56] "GET / HTTP/1.1" 200 707
[26/Oct/2020 10:22:56] "GET /static/js/manifest.2ae2e69a05c33dfc65f8.js HTTP/1.1" 200 857
[26/Oct/2020 10:22:56] "GET /static/js/2D.js HTTP/1.1" 200 96367
[26/Oct/2020 10:22:56] "GET /static/js/app.38783f422f3306035bce.js HTTP/1.1" 200 336212
[26/Oct/2020 10:22:57] "GET /static/css/app.fe5832ee0d417750f630cb7d8e7e2e61.css HTTP/1.1" 200 370502
[26/Oct/2020 10:22:57] "GET /static/js/vendor.51946e30b108bb294f21.js HTTP/1.1" 200 3300013
[26/Oct/2020 10:22:57] "GET /static/img/left_logo.png HTTP/1.1" 200 10154
[26/Oct/2020 10:22:57] "GET /static/fonts/element-icons.535877f.woff HTTP/1.1" 200 28200
[26/Oct/2020 10:23:03] "GET /api/init?id=test&trainJobName=test HTTP/1.1" 200 64
[26/Oct/2020 10:23:03] "GET /api/getCategory?trainJobName=test HTTP/1.1" 200 1314
[26/Oct/2020 10:23:05] "GET /api/exception?run=oneflow&tag=tag1&trainJobName=test HTTP/1.1" 200 199
[26/Oct/2020 10:23:06] "GET /api/exception?run=mnist&tag=layer1%2Fbiases%2FVariable:0&trainJobName=test HTTP/1.1" 200 2471
[26/Oct/2020 10:23:06] "GET /api/exception?run=mnist&tag=layer2%2Fbiases%2FVariable:0&trainJobName=test HTTP/1.1" 200 1972
[26/Oct/2020 10:23:07] "GET /api/exception?run=mnist&tag=layer1%2Fweights%2FVariable:0&trainJobName=test HTTP/1.1" 200 2313
[26/Oct/2020 10:23:08] "GET /api/exception?run=mnist&tag=layer2%2Fweights%2FVariable:0&trainJobName=test HTTP/1.1" 200 2459
[26/Oct/2020 10:23:08] "GET /api/exception_data?run=oneflow&tag=tag1&step=10&trainJobName=test HTTP/1.1" 200 1058
[26/Oct/2020 10:23:08] "GET /api/exception_hist?run=oneflow&tag=tag1&step=10&trainJobName=test HTTP/1.1" 200 904
[26/Oct/2020 10:23:09] "GET /api/exception_data?run=mnist&tag=layer1%2Fbiases%2FVariable:0&step=0&trainJobName=test HTTP/1.1" 200 5117
[26/Oct/2020 10:23:09] "GET /api/exception_hist?run=mnist&tag=layer1%2Fbiases%2FVariable:0&step=0&trainJobName=test HTTP/1.1" 200 1701
[26/Oct/2020 10:23:09] "GET /api/exception_data?run=mnist&tag=layer2%2Fbiases%2FVariable:0&step=0&trainJobName=test HTTP/1.1" 200 207
[26/Oct/2020 10:23:09] "GET /api/exception_hist?run=mnist&tag=layer2%2Fbiases%2FVariable:0&step=0&trainJobName=test HTTP/1.1" 200 611
[26/Oct/2020 10:23:09] "GET /api/graph?run=wavenet&tag=c_graph&trainJobName=test HTTP/1.1" 200 1433721
[26/Oct/2020 10:23:09] "GET /api/exception_data?run=mnist&tag=layer1%2Fweights%2FVariable:0&step=0&trainJobName=test HTTP/1.1" 200 368727
[26/Oct/2020 10:23:11] "GET /api/exception_hist?run=mnist&tag=layer1%2Fweights%2FVariable:0&step=0&trainJobName=test HTTP/1.1" 200 7811
[26/Oct/2020 10:23:11] "GET /api/exception_data?run=mnist&tag=layer2%2Fweights%2FVariable:0&step=0&trainJobName=test HTTP/1.1" 200 48677
[26/Oct/2020 10:23:11] "GET /api/exception_hist?run=mnist&tag=layer2%2Fweights%2FVariable:0&step=0&trainJobName=test HTTP/1.1" 200 3205
[26/Oct/2020 10:23:42] "GET /api/exception_box?run=mnist&tag=layer1%2Fweights%2FVariable:0&step=10&down=-0.0013076953073323239&up=0.0011297572164039593&trainJobName=test HTTP/1.1" 200 119660
[26/Oct/2020 10:23:42] "GET /api/exception_data?run=mnist&tag=layer1%2Fweights%2FVariable:0&step=10&index=3&trainJobName=test HTTP/1.1" 200 371282
[26/Oct/2020 10:23:44] "GET /api/exception_hist?run=mnist&tag=layer1%2Fweights%2FVariable:0&step=10&index=3&trainJobName=test HTTP/1.1" 200 7543
[26/Oct/2020 10:29:58] "GET /api/exception_box?run=mnist&tag=layer2%2Fbiases%2FVariable:0&step=0&down=-0.08006636798381805&up=0.1107368627563119&trainJobName=test HTTP/1.1" 200 73
[26/Oct/2020 10:29:59] "GET /api/exception_box?run=mnist&tag=layer2%2Fbiases%2FVariable:0&step=0&down=-0.08006636798381805&up=0.11073686275631191&trainJobName=test HTTP/1.1" 200 73
[26/Oct/2020 10:30:13] "GET /api/exception_box?run=mnist&tag=layer2%2Fbiases%2FVariable:0&step=0&down=-0.08006636798381805&up=0.17207371711730957&trainJobName=test HTTP/1.1" 200 73
[26/Oct/2020 10:30:29] "GET /api/exception_data?run=mnist&tag=layer2%2Fbiases%2FVariable:0&step=70&index=2&trainJobName=test HTTP/1.1" 200 210
[26/Oct/2020 10:30:29] "GET /api/exception_hist?run=mnist&tag=layer2%2Fbiases%2FVariable:0&step=70&index=2&trainJobName=test HTTP/1.1" 200 615
[26/Oct/2020 10:30:32] "GET /api/exception_data?run=mnist&tag=layer2%2Fbiases%2FVariable:0&step=80&index=2&trainJobName=test HTTP/1.1" 200 214
[26/Oct/2020 10:30:32] "GET /api/exception_hist?run=mnist&tag=layer2%2Fbiases%2FVariable:0&step=80&index=2&trainJobName=test HTTP/1.1" 200 1596
[26/Oct/2020 10:33:25] "GET /api/exception_box?run=mnist&tag=layer1%2Fweights%2FVariable:0&step=10&down=-0.0013076953073323239&up=0.0011297572164039593&trainJobName=test HTTP/1.1" 200 119660
[26/Oct/2020 10:33:34] "GET /api/exception_box?run=mnist&tag=layer1%2Fweights%2FVariable:0&step=10&down=-0.009853825904428959&up=0.0011297572164039593&trainJobName=test HTTP/1.1" 200 59742
[26/Oct/2020 10:33:37] "GET /api/exception_box?run=mnist&tag=layer1%2Fweights%2FVariable:0&step=10&down=-0.009853825904428959&up=0.012076707628038197&trainJobName=test HTTP/1.1" 200 540
[26/Oct/2020 10:33:59] "GET /api/exception_box?run=mnist&tag=layer1%2Fweights%2FVariable:0&step=0&down=-0.003662014045403339&up=0.00405619757657405&trainJobName=test HTTP/1.1" 200 112552
[26/Oct/2020 10:33:59] "GET /api/exception_data?run=mnist&tag=layer1%2Fweights%2FVariable:0&step=0&index=3&trainJobName=test HTTP/1.1" 200 368727
[26/Oct/2020 10:34:01] "GET /api/exception_hist?run=mnist&tag=layer1%2Fweights%2FVariable:0&step=0&index=3&trainJobName=test HTTP/1.1" 200 7811
[26/Oct/2020 10:34:06] "GET /api/exception_box?run=mnist&tag=layer1%2Fweights%2FVariable:0&step=0&down=-0.003662014045403339&up=0.015654893663194447&trainJobName=test HTTP/1.1" 200 59672
[26/Oct/2020 10:34:14] "GET /api/exception_box?run=mnist&tag=layer1%2Fweights%2FVariable:0&step=0&down=-0.020638129340277783&up=0.015654893663194447&trainJobName=test HTTP/1.1" 200 8804
[26/Oct/2020 10:50:57] "GET / HTTP/1.1" 200 707
[26/Oct/2020 10:50:57] "GET /static/js/manifest.2ae2e69a05c33dfc65f8.js HTTP/1.1" 200 857
[26/Oct/2020 10:50:57] "GET /static/js/2D.js HTTP/1.1" 200 96367
[26/Oct/2020 10:50:57] "GET /static/js/app.38783f422f3306035bce.js HTTP/1.1" 200 336212
[26/Oct/2020 10:50:57] "GET /static/css/app.fe5832ee0d417750f630cb7d8e7e2e61.css HTTP/1.1" 200 370502
[26/Oct/2020 10:50:57] "GET /static/js/vendor.51946e30b108bb294f21.js HTTP/1.1" 200 3300013
[26/Oct/2020 10:50:57] "GET /static/img/left_logo.png HTTP/1.1" 200 10154
[26/Oct/2020 10:50:57] "GET /static/fonts/element-icons.535877f.woff HTTP/1.1" 200 28200
[26/Oct/2020 10:50:57] "GET /static/img/log.ico HTTP/1.1" 200 4286
[26/Oct/2020 10:51:02] "GET /api/init?id=test&trainJobName=test HTTP/1.1" 200 64
[26/Oct/2020 10:51:03] "GET /api/getCategory?trainJobName=test HTTP/1.1" 200 1314
[26/Oct/2020 10:51:09] "GET /api/graph?run=wavenet&tag=c_graph&trainJobName=test HTTP/1.1" 200 1433506
[26/Oct/2020 10:51:25] "GET /api/scalar?run=oneflow&tag=scalar&trainJobName=test HTTP/1.1" 200 196
[26/Oct/2020 10:52:26] "GET /api/text?run=oneflow&tag=text&trainJobName=test HTTP/1.1" 200 146
[26/Oct/2020 10:52:26] "GET /api/text?run=train&tag=input%2Fword_1&trainJobName=test HTTP/1.1" 200 541
[26/Oct/2020 10:52:26] "GET /api/text?run=train&tag=input%2Fword_2&trainJobName=test HTTP/1.1" 200 297
[26/Oct/2020 10:52:29] "GET /api/image?run=oneflow&tag=image0&trainJobName=test HTTP/1.1" 200 122
[26/Oct/2020 10:52:29] "GET /api/image?run=oneflow&tag=image1&trainJobName=test HTTP/1.1" 200 122
[26/Oct/2020 10:52:29] "GET /api/image_raw?step=1&run=oneflow&tag=image0&trainJobName=test HTTP/1.1" 200 452678
[26/Oct/2020 10:52:29] "GET /api/image?run=oneflow&tag=image2&trainJobName=test HTTP/1.1" 200 122
[26/Oct/2020 10:52:29] "GET /api/image_raw?step=1&run=oneflow&tag=image1&trainJobName=test HTTP/1.1" 200 437572
[26/Oct/2020 10:52:29] "GET /api/image_raw?step=1&run=oneflow&tag=image2&trainJobName=test HTTP/1.1" 200 219
[26/Oct/2020 10:52:29] "GET /api/image?run=vgg&tag=input%2Fimage%2F0&trainJobName=test HTTP/1.1" 200 1867
[26/Oct/2020 10:52:29] "GET /api/image_raw?step=200&run=vgg&tag=input%2Fimage%2F0&trainJobName=test HTTP/1.1" 200 2550
[26/Oct/2020 10:52:29] "GET /api/image?run=vgg&tag=input%2Fimage%2F1&trainJobName=test HTTP/1.1" 200 1867
[26/Oct/2020 10:52:29] "GET /api/image_raw?step=200&run=vgg&tag=input%2Fimage%2F1&trainJobName=test HTTP/1.1" 200 1985
[26/Oct/2020 10:52:29] "GET /api/image?run=vgg&tag=input%2Fimage%2F2&trainJobName=test HTTP/1.1" 200 1867
[26/Oct/2020 10:52:29] "GET /api/image?run=vgg&tag=input%2Fimage%2F3&trainJobName=test HTTP/1.1" 200 1867
[26/Oct/2020 10:52:29] "GET /api/image_raw?step=200&run=vgg&tag=input%2Fimage%2F2&trainJobName=test HTTP/1.1" 200 2143
[26/Oct/2020 10:52:29] "GET /api/image?run=vgg&tag=input%2Fimage%2F4&trainJobName=test HTTP/1.1" 200 1867
[26/Oct/2020 10:52:29] "GET /api/image_raw?step=200&run=vgg&tag=input%2Fimage%2F3&trainJobName=test HTTP/1.1" 200 1995
[26/Oct/2020 10:52:29] "GET /api/image?run=vgg&tag=input%2Fimage%2F5&trainJobName=test HTTP/1.1" 200 1867
[26/Oct/2020 10:52:29] "GET /api/image_raw?step=200&run=vgg&tag=input%2Fimage%2F4&trainJobName=test HTTP/1.1" 200 2245
[26/Oct/2020 10:52:29] "GET /api/image?run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 1867
[26/Oct/2020 10:52:29] "GET /api/image_raw?step=200&run=vgg&tag=input%2Fimage%2F5&trainJobName=test HTTP/1.1" 200 2014
[26/Oct/2020 10:52:29] "GET /api/image?run=vgg&tag=input%2Fimage%2F7&trainJobName=test HTTP/1.1" 200 1867
[26/Oct/2020 10:52:29] "GET /api/image_raw?step=200&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 1722
[26/Oct/2020 10:52:29] "GET /api/image?run=vgg&tag=input%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 1867
[26/Oct/2020 10:52:29] "GET /api/image_raw?step=200&run=vgg&tag=input%2Fimage%2F7&trainJobName=test HTTP/1.1" 200 2253
[26/Oct/2020 10:52:29] "GET /api/image?run=vgg&tag=input%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 1867
